status,city,state,country,classification,openfda,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,report_date,code_info,termination_date,more_code_info
Terminated,Millburn,NJ,United States,Class III,"{'application_number': ['NDA208547'], 'brand_name': ['NETSPOT'], 'generic_name': ['68GA-DOTATATE'], 'manufacturer_name': ['Advanced Accelerator Applications USA, Inc'], 'product_ndc': ['69488-001'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INTRAVENOUS'], 'spl_id': ['b5d4512d-7420-453c-85c7-442db7b25013'], 'spl_set_id': ['b2b3be70-17d8-4093-896c-f1c54a2cf242'], 'package_ndc': ['69488-001-40'], 'is_original_packager': [True]}",Drugs,89885,"Advanced Accelerator Applications USA, Inc.",57 E Willow St,,07041-1416,Voluntary: Firm initiated,Letter,Nationwide in the USA and Puerto Rico,D-0747-2022,"NETSPOT (kit for the preparation of Ga 68 dotatate injection) 40 mcg dotatate, kit contains Vial 1 (Reaction vial with lyophilized powder), 1 Single dose vial, consisting of 40 mcg of dotate, 5 mcg of 1,10-phenanthroline, 6 mcg of Gentisic acid, 20 mg of D-Mannitol, and Nitrogen; and Vial 2, 1 Single dose vial of reaction buffer, Rx Only, Manufactured for: Advanced Accelerator Applications USA, Inc., by: Gipharma S.r.l., Strada Crescentino snc, 13040 Saluggia (Vc), Italy, NDC 69488-001-40","14,089 kits",Subpotent Drug: low out-of-specification results for Vial 1  assay obtained during stability studies.,20220318,20220406,20220413,"Lot # (Vial 1)/kit: (F03221004 vial) in kit PG1921014, PG1921015, Exp 16-Mar-2022; (F03221005 vial) in kit PG1921016, PG1921017, Exp 18-Mar-2022; (F03221006 vial) in kit PG1921018, PG1921019, Exp 11-May-2022; (F03221007 vial) in kit PG1921020, PG1921021, Exp 04-Aug-2022",20230104,
Terminated,Dublin,OH,United States,Class II,{},Drugs,87512,Cardinal Health Inc.,7000 Cardinal Pl,N/A,43017-1091,Voluntary: Firm initiated,Letter,"FL, GA, SC",D-0511-2021,MICONAZOLE 7 2% 45GM APL; NDC/UPC 009047734459; OTC; CREAM,71 tubes,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,20210315,20210524,20210602,All Lots distributed 02/23/2021 through 03/10/2021.,20240617,
Ongoing,Phoenix,AZ,United States,Class II,{},Drugs,92898,"Central Admixture Pharmacy Services, Inc.",2200 S 43rd Ave,N/A,85043-3909,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-1121-2023,"Neonatal TPN Starter Bag, Amino Acids (trophamine) 3.5%/Dextrose 10% with HEPARIN, IV Bag, total volume = 250mL, Rx only, Central Admixture Pharmacy Services, Inc., 2200 South 43rd Avenue, Pheonix, AZ 85043, NDC: 72196-0431-1",92 bags,Lack of Assurance of Sterility:Lack of validation data for sanitization cycles,20230817,20230828,20230906,"Lot# 36-262161, Exp 8/21/2023      ;",,
Terminated,San Antonio,TX,United States,Class II,{},Drugs,88862,"Vita Pharmacy, LLC dba Talon Compounding Pharmacy",2950 Thousand Oaks Dr Ste 25,N/A,78247-3347,Voluntary: Firm initiated,Telephone,"United States including Washington, D.C. and Puerto Rico",D-0226-2022,"TRI-MIX PAPAVERINE 40/PHENTOLAMINE 2/PGE-1 40 INJ   INJECTABLE, Rx only, Talon Compounding Pharmacy, 2950 Thousand Oaks Drive Ste 25, San Antonio, Texas 78247",1 vial,Lack of assurance of sterility,20211012,20211108,20211117,Lot: 07192021:30 BUD: 01/15/2022,20231004,
Terminated,Columbus,OH,United States,Class II,"{'application_number': ['ANDA078181'], 'brand_name': ['GLIMEPIRIDE'], 'generic_name': ['GLIMEPIRIDE'], 'manufacturer_name': ['BluePoint Laboratories'], 'product_ndc': ['68001-177', '68001-178', '68001-179'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['GLIMEPIRIDE'], 'rxcui': ['199245', '199246', '199247'], 'spl_id': ['11e42292-37e7-742f-e063-6394a90accb9'], 'spl_set_id': ['d162c78f-d176-4150-8dda-2c4a5d215014'], 'package_ndc': ['68001-177-00', '68001-177-03', '68001-178-00', '68001-178-03', '68001-179-00', '68001-179-03'], 'is_original_packager': [True], 'upc': ['0368007117009'], 'nui': ['N0000175608', 'M0020795'], 'pharm_class_epc': ['Sulfonylurea [EPC]'], 'pharm_class_cs': ['Sulfonylurea Compounds [CS]'], 'unii': ['6KY687524K']}",Drugs,92058,Amerisource Health Services LLC,2550 John Glenn Ave Ste A,N/A,43217-1188,Voluntary: Firm initiated,Letter,Nationwide USA,D-0759-2023,"Glimepiride Tablets, USP, 4 mg, RX, Packaged as a) 100-count bottle, NDC# 68001-179-00; b) 500-count bottle, NDC# 68001-179-03, Manufactured by: Intas Pharmaceuticals Limited, Pharmez, Ahmedabad-382 213. INDIA.  For BluePoint Laboratories","129,849 bottles",CGMP Deviations: recalling drug products following an FDA inspection.,20230317,20230519,20230531,"Batches a) P2003403, EXP 05/31/2023; P2006593, EXP 11/30/2023; P2101152, EXP 01/31/2024; P2105014, EXP 06/30/2024; R2101440, EXP 09/30/2024; P2200774, EXP 01/31/2025; R2200664, EXP 04/30/2025 b) P2100705, EXP 01/31/2024; P2104672, EXP 06/30/2024; R2101435, EXP 09/30/2024; R2200102, EXP 12/31/2024; R2200577, EXP 04/30/2025; P2205870, EXP 08/31/2025  [500 count] Lot, expiry:  P2100121, exp 11/30/2023; P2100705, exp 01/31/2024; P2104672, exp 06/30/2024; R2101435, exp 09/30/2024; R2200102, exp 12/31/2024; R2200577, exp R2200577;P2205870, exp 08/31/2025",20240906,
Terminated,Richmond,VA,United States,Class II,{},Drugs,89646,Mckesson Medical-Surgical Inc. Corporate Office,9954 Maryland Drive,Deep Run Iii Ste. 4000,23233,Voluntary: Firm initiated,Letter,USA nationwide.,D-1098-2022,"Epinephrine, ABJT 0.1 mg/mL, 10 mL,  20GX1.5 (10 pack), Rx only, MFG: Pfizer, NDC 04094-933-01",172 packs/10 per pack,cGMP deviations: Temperature abuse,20220413,20220609,20220615,McKesson Medical-Surgical (MMS) is not able to identify the particular lot number received by a particular consignee for the recalled prescription products. Each letter includes the date it was distributed to customers and the dates that impacted product may have been shipped to the customer.,20231130,
Terminated,Buena,NJ,United States,Class III,{},Drugs,86705,"Teligent Pharma, Inc.",105 Lincoln Avenue,N/A,08310,Voluntary: Firm initiated,Letter,Distributed Nationwide in the USA,D-0110-2021,"Triamcinolone Acetonide Lotion USP, 0.025%, 60 mL (60 grams) bottle, Rx Only, Teligent Pharma, Inc. Buena, New Jersey 08310, NDC 52565-010-59",4008 units,"Subpotent Drug: One lot of Triamcinolone Acetonide Lotion, 0.025% 60 mL.does not meet assay results.",20201103,20201125,20201202,Lot #: 14481 Exp 10/31/2021,20231221,
Ongoing,Gurnee,IL,United States,Class II,{},Drugs,91788,"Akorn, Inc.",5605 Centerpoint Ct Ste A,N/A,60031-5278,Voluntary: Firm initiated,Letter,Nationwide in the USA and Puerto Rico,D-0821-2023,"Lidocaine 2.5% & Prilocaine 2.5% Cream, 30 gram tubes, Rx Only, Manufactured by: HI-TECH PHARMACAL CO., INC., Amityville, NY 11701.  ALL NDCs",N/A,CGMP Deviations: Firm went out of business and could no longer continue stability studies.,20230426,20230601,20230607,All Lots,,
Terminated,Anaheim,CA,United States,Class II,{},Drugs,86002,"Preferred Pharmaceuticals, Inc.",1250 N Lakeview Ave Ste O,N/A,92807-1801,Voluntary: Firm initiated,Letter,Nationwide within the U.S.,D-1390-2020,"Lidothol Patch, Lidocaine 4.5% & Menthol 5%, In each patch: lidocaine 4.5% topical anesthetic, menthol 5% topical analgesic, Pkg Size 15 patches per box, Insurance NDC: 53225-1025-01, Mfg: Terrain Pharmaceuticals; Reno, NV, Prod # (NDC): 68788-7405-01, Preferred Pharmaceuticals, Inc., The Physicians Solutions.",N/A,CGMP Deviations: Contract Manufacturing Organization (CMO) misplaced/lost batch records and test results for the recalled batch.,20200701,20200715,20200722,"Lot Numbers: H0218Z, H1518J, I2018L, J2918C, L1018Q, A0419M, G0519G; Exp: 5/31/2021.",20240417,
Completed,Highland,NY,United States,Class II,{},Drugs,89334,"ULTRAtab Laboratories, Inc.",50 Toc Dr,N/A,12528-1506,Voluntary: Firm initiated,Letter,Bulk product was distributed to 3 distributors who may have distributed finished product.,D-0528-2022,"Coated APAP 325 mg Phenyl HCl 5 mg tablet (Acetaminophen 325 mg, Phenylephrine HCl 5mg) Bulk Container, ULTRAtab Laboratories, Inc., Highland, NY  NDC 62959-134-00","14,566,510 tablets",CGMP Deviations,20220126,20220209,20220216,Product Codes: C134LC  Bulk Lots: 18K055 18M081 19A097 19B024 19C054 19E092 19G094 19J042,,
Terminated,Hawthorne,NY,United States,Class II,"{'application_number': ['part333C'], 'brand_name': ['TOPCARE'], 'generic_name': ['CLOTRIMAZOLE'], 'manufacturer_name': ['Topco Associates LLC'], 'product_ndc': ['36800-495'], 'product_type': ['HUMAN OTC DRUG'], 'route': ['TOPICAL'], 'substance_name': ['CLOTRIMAZOLE'], 'rxcui': ['309367'], 'spl_id': ['2feb1ba9-9227-4aad-a2e2-2d4243d0ac0f'], 'spl_set_id': ['6757eb2a-73e0-4bd0-a332-5713fdf3445d'], 'package_ndc': ['36800-495-69'], 'is_original_packager': [True], 'nui': ['N0000175487', 'M0002083'], 'pharm_class_epc': ['Azole Antifungal [EPC]'], 'pharm_class_cs': ['Azoles [CS]'], 'unii': ['G07GZ97H65'], 'upc': ['036800495692']}",Drugs,86833,"Taro Pharmaceuticals U.S.A., Inc.",3 Skyline Dr,N/A,10532-2174,Voluntary: Firm initiated,Letter,Distributed Nationwide in the USA and Canada,D-0158-2021,"TopCare Health, Athlete's Foot Cream, Clotrimazole Cream USP, 1%, Antifungal, NET WT. 0.5 oz. (14.2 g). Distributed by Topco Associates LLC, Elk Grove Village, IL 60007. NDC 36800-495-69 UPC 0 36800 49569 2",N/A,Failed Impurities/Degradation Specifications: An unknown degradation impurity was detected slightly above the specification limit in Clotrimazole Cream USP 1%.,20201117,20201216,20201223,"Lot#: D867331277, Exp Mar 2021          70,200  63,252",20240221,
Terminated,Parsippany,NJ,United States,Class II,{},Drugs,87455,Ferring Pharmaceuticals Inc,100 Interpace Pkwy,,07054-1149,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-0318-2021,"ZOMA-Jet 10 Demonstration Kit, Needle-free delivery device for use with ZOMACTON (somatropin) for injection 10 mg vial, ZOMA-Jet 10 Demonstration Kit contains -ZOMA-Jet 10 device - 7 Needle-Free Head A's - 1 Carrying Case - 1 User Manual; Manufactured for: Ferring Pharmaceuticals Inc. Parsippany, NJ 07054; UPC 3 55566 19031 4.",1569 devices,Defective Delivery System: customer complaints concerning the injector pen breaking apart and disintegrating into pieces.,20210311,20210330,20210407,201827020015  201826020065  201835320058  201835320009  201834920003  201835220007  201901820009  201901420200  201902120010  201901120019  201901420005  201901020180  201901520015  201900720001  201900920004  201904620003  201902120011  201904420007  201904520015  201904920002  201905020111  201904620004  201905720011  201907320003  201907320030  201907820007  201907420017  201910820009  201915620014  201910920016  201910620017  201910820020  201911320048  201911320095  201913720148  201912920021,20230607,
Terminated,Dublin,OH,United States,Class II,"{'application_number': ['ANDA087385'], 'brand_name': ['TRIAMCINOLONE ACETONIDE'], 'generic_name': ['TRIAMCINOLONE ACETONIDE'], 'manufacturer_name': ['Padagis Israel Pharmaceuticals Ltd'], 'product_ndc': ['45802-049', '45802-054', '45802-055'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['TOPICAL'], 'substance_name': ['TRIAMCINOLONE ACETONIDE'], 'rxcui': ['1085633', '1085636', '1085640'], 'spl_id': ['13c13dae-7f5d-4b1f-af06-c62dfdcf8f1c'], 'spl_set_id': ['838ba2fa-5133-4975-bd99-791891a144c5'], 'package_ndc': ['45802-054-35', '45802-054-05', '45802-054-36', '45802-055-35', '45802-055-36', '45802-055-05', '45802-049-35'], 'is_original_packager': [True], 'nui': ['N0000175576', 'N0000175450'], 'pharm_class_epc': ['Corticosteroid [EPC]'], 'pharm_class_moa': ['Corticosteroid Hormone Receptor Agonists [MoA]'], 'unii': ['F446C597KA']}",Drugs,87512,Cardinal Health Inc.,7000 Cardinal Pl,N/A,43017-1091,Voluntary: Firm initiated,Letter,"FL, GA, SC",D-0551-2021,"Triamcinolone Acetonide Ointment, USP, 0.025% 80g; Rx Only, Distributed by: Perrigo, Allegan, MI 49010,NDC 45802-054-36",178 tubes,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,20210315,20210524,20210602,0MT0286,20240617,
Terminated,Newark,DE,United States,Class III,{},Drugs,91616,"DuPont Nutrition USA, Inc",1301 Ogletown Rd,N/A,19711-5419,Voluntary: Firm initiated,Letter,"Product was distributed nationwide in the United States and Puerto Rico, and to Australia, China, Canada, Columbia, Mexico, Brazil, Malaysia, Chile, Dominic Republic, Singapore, Thailand, Ireland, Germany, South Korea, Argentina, Pakistan, Oman, India",D-0352-2023,"BD-102 NF, Microcrystalline Cellulose, NF, Ph. Eur., Jp., Net Content/Gross Weight 20.0 KG / 21.1 KG bulk container, Manufactured by: DuPont Nutrition USA, Inc., 1301 Ogletown Road, Newark, DE 19711, USA. Headquarters: DuPont Nutrition Biosciences ApS, Langebrogade 1, Copenhagen, Denmark","106,560 kg. polyethylene lined fiber drums, boxes & sacks",Failed Impurities/Degradation Specifications: Out of specification results obtained for conductivity.,20230201,20230224,20230308,"Batch #  2173784100, B220834549  These excipients are noted not to have an expiration date.",20231220,
Terminated,Lake Forest,IL,United States,Class III,{},Drugs,89142,"Akorn, Inc.",1925 W Field Ct Ste 300,N/A,60045-4862,Voluntary: Firm initiated,Letter,Nationwide USA,D-0367-2022,"Morphine Sulfate Oral Solution 100 mg per 5 mL (20 mg/mL) 30 mL bottles, Rx only, Hi-Tech Pharmacal Co., Inc., Amityville, NY 11701 -- NDC 50383-965-30","10,836 bottles",Labeling: Missing Label,20211203,20220113,20220119,Lot: 375153 Exp. 10/31/2022,20220819,
Terminated,Jacksonville,FL,United States,Class II,{},Drugs,85207,Matthew 7:25 Inc dba Thrive Pharmacy,2683 Saint Johns Bluff Rd S Ste 135,N/A,32246-3765,Voluntary: Firm initiated,Telephone,Florida,D-1052-2020,"Buprexone Banana cream 6-0.6 mg Troche, supplied in plastic troche molds with cardboard outer sleeve, Thrive Pharmacy 2863 St Johns Bluff RD. South # 135 Jacksonville, Florida",71 troches,Subpotent Drug,20200310,20200323,20200401,Lot: 190918B Exp. 03/16/2020,20230602,
Ongoing,Pomona,CA,United States,Class II,"{'application_number': ['M018'], 'brand_name': ['EQUATE EYE DROPS DRY EYE RELIEF', 'SUNMARK EYE DROPS ORIGINAL FORMULA', 'MEIJER DRY EYE RELIEF', 'ARTIFICIAL TEARS'], 'generic_name': ['GLYCERIN, HYPROMELLOSE, POLYETHYLENE GLYCOL 400', 'TETRAHYDROZOLINE HCL', 'GLYCERIN'], 'manufacturer_name': ['Wal-Mart Stores, Inc.', 'Strategic Sourcing Services LLC', 'Meijer Distribution, Inc.', 'Geri-Care Pharmaceuticals, Corp'], 'product_ndc': ['49035-280', '49348-037', '41250-718', '57896-181'], 'product_type': ['HUMAN OTC DRUG'], 'route': ['OPHTHALMIC'], 'substance_name': ['GLYCERIN', 'HYPROMELLOSE, UNSPECIFIED', 'POLYETHYLENE GLYCOL 400', 'TETRAHYDROZOLINE HYDROCHLORIDE', 'HYPROMELLOSES'], 'rxcui': ['259581', '1052943'], 'spl_id': ['0d291a5f-b639-380c-e063-6394a90a0310', '0d295927-09c8-5b68-e063-6394a90a965f', '0d22e47a-248f-46d1-e063-6294a90ab3c2', '08f3abb6-28fc-cc3d-e063-6394a90accee'], 'spl_set_id': ['91fb8fb5-b871-4535-e053-2995a90a9b16', '33efa7e9-4c3a-4d72-af31-c5e35095c2ff', '9feaa5e2-6aca-96e8-e053-2a95a90a54bd', '7cc437e3-bad9-59be-e053-2991aa0a1da3'], 'package_ndc': ['49035-280-01', '49035-280-02', '49348-037-29', '41250-718-01', '57896-181-05'], 'is_original_packager': [True], 'upc': ['0681131349864', '0010939167330', '0713733296922', '681131367011', '095072026560', '010939621443', '036800361003', '052569137154', '614299056206', '713733296922', '041220437412', '357896184056'], 'nui': ['N0000185370', 'N0000175629', 'N0000184306', 'N0000185001', 'M0000728', 'M0009417'], 'pharm_class_epc': ['Non-Standardized Chemical Allergen [EPC]'], 'pharm_class_pe': ['Increased Histamine Release [PE]', 'Cell-mediated Immunity [PE]', 'Increased IgG Production [PE]'], 'pharm_class_cs': ['Allergens [CS]', 'Glycerol [CS]'], 'unii': ['PDC6A3C0OX', '3NXW29V3WO', 'B697894SGQ', '0YZT43HS7D']}",Drugs,92533,"K.C. Pharmaceuticals, Inc",3215 Producer Way,N/A,91768-3916,Voluntary: Firm initiated,E-Mail,Nationwide in the USA,D-0898-2023,"Dry Eye Relief Lubricant Eye Drops, (Glycerin 0.2%, Hypromellose 0.2 %, Polyethylene glycol 400 1%), 0.5 FL OZ (15mL) bottle, packaged in a) equate, DISTRIBUTED BY: Walmart Inc., Bentonville, AR  72716, 2-0.5 FL OZ (15 mL) Bottles, 1 FL OZ (30 mL) TOTAL, UPC 6 81131 36701 1, NDC 49035-280-02; b) DG health, DISTRIBUTED BY OLD EAST MAIN CO., 100 MISSION RIDGE, GOODLETTSVILLE, TN 37072, UPC 0 95072 02656 0; c) sunmark, Distributed By McKesson, 6555 State Highway 161, Irving, TX  75039, UPC 0 10939 62144 3, NDC 49348-037-29; d) TopCare health, DISTRIBUTED BY TOPCO ASSOCIATES LLC, ELK GROVE VILLAGE, IL 60007, UPC 0 36800 36100 3; e) HealthMart, Distributed by McKesson, 6555 State Highway 161, Irving, TX 75039, UPC 0 52569 13715 4; f) exchange select Artificial Tears, Manufactured for your Military Exchanges by: KC Pharmaceuticals, Inc., Pomona, CA 91768, UPC 6 14299 05620 6; g) meijer, DIST. BY MEIJER DISTRIBUTION, INC., GRAND RAPIDS, MI 49544, UPC 7 13733 29692 2, NDC 41250-718-01; h) H.E.B, MADE WITH PRIDE AND CARE FOR H.E.B, SAN ANTONIO, TX 78204, UPC 0 41220 43741 2; i) GeriCare, Distributed by: Gericare Pharmaceuticals Corp., 1650 63rd St., Brooklyn, NY 11204, UPC 3 57896 18405 6, NDC 57896-181-05","397,430 bottles",CGMP Deviations: good manufacturing deficiencies related to a lack of documentation of the fill line.,20230613,20230707,20230719,"Lot #: a) LT21FO2, LT21F03, Exp 6/2023; b) LT21FO2, LT21F03, Exp 6/2023; c) LT21FO2, LT21F03, Exp 6/2023; d) LT21FO2, LT21F03, Exp 6/2023; e) LT21F02, Exp 6/2023; f) LT21F02, Exp 6/2023; g) LT21F03, Exp 6/2023; h) LT21F03, Exp 6/2023; i) LT21F03, Exp 6/2023",,
Terminated,Monterey Park,CA,United States,Class II,{},Drugs,85341,Herbal Doctor Remedies,497 Cumbre St,N/A,91754-2114,Voluntary: Firm initiated,Other,"Products are sold online within the United States and  internationally to the following countries: Australia, Canada, Israel, Italy, Japan, Norway, and United Kingdom",D-1163-2020,"Stomach Cleanser, 500mg Capsules, 90-count bottles, Distributed by Herbal Doctor Remedies Alhambra, CA 91801-7081 USA, 1(800) 600-0808",N/A,CGMP Deviations: These products have been found to be misbranded as unapproved new drugs,20200324,20200407,20200415,All lots within expiry,20240125,
Terminated,Ridgefield,CT,United States,Class II,{},Drugs,86527,"Boehringer Ingelheim Pharmaceuticals, Inc.",900 Ridgebury Rd,N/A,06877-1058,Voluntary: Firm initiated,Letter,Distributed Nationwide in the USA and Puerto Rico,D-0051-2021,"Catapres (clonidine hydrochloride, USP)  0.1 mg, tablet, 100-count bottle, Rx only, Dist. by: Boehringer Ingelheim Pharmaceuticals, Inc. Ridgefield, CT 06877, Made in Germany, NDC, 0597-0006-01","13,270 bottles/100 tablets each",An extraneous peak was observed for dissolution testing.,20201005,20201026,20201104,"Lot # 761544, 859015, EXP Jan 2021, 861346, 956626, EXP Jan 2022",20210929,
Terminated,Camarillo,CA,United States,Class II,{},Drugs,85401,Golden State Medical Supply Inc.,5187 Camino Ruiz,,93012-8601,Voluntary: Firm initiated,Letter,Nationwide,D-1238-2020,"Losartan Potassium Tablets, USP, 25 mg, Rx only, a) 30 ct. (NDC 60429-316-30) b) 90ct. (NDC 60429-316-90) c) 1,000 ct. (60429-316-10) bottles, GSMS Incorporated, Manufactured by Arrow Pharm (Malta) Ltd., Packaged by GSMS Incorporated, Camarillo, CA 93012, USA",,CGMP Deviations: Impurity for N-nitroso-N-methyl-4-aminobutryric Acid (NBMA) detected in active ingredient (API) used to manufacture finished products.,20200403,20200413,20200422,"Lot Code: GS018406, Exp. Date 6/30/2020; GS018858, Exp. Date 7/31/2020; GS019108, Exp. Date 7/31/2020; GS018521, Exp. Date 7/31/2020; GS018605, Exp. Date 7/31/2020; GS018911, Exp. Date 7/31/2020",20201008,
Ongoing,Rangareddy,N/A,India,Class II,{},Drugs,94296,NATCO Pharma Limited,"Pharma Division, Kothur Village",N/A,N/A,Voluntary: Firm initiated,Letter,Nationwide in the US,D-0438-2024,"Lansoprazole Delayed-Release Capsules USP, 15 mg, Acid reducer 24 Hour, Treats Frequent Heartburn, 14 capsules per bottle, Manufactured by: Natco Pharma Limited Kothur- 509 228, India, Distributed by: Rising Pharma Holdings, Inc. East Brunswick, NJ. 08816. NDC 16571-742-41",30 bottles,CGMP Deviations,20240327,20240405,20240417,"Lot#: 411988, Exp date: 05/31/2025",,
Terminated,Los Angeles,CA,United States,Class II,{},Drugs,86617,Jarrow Formulas Inc,1824 S Robertson Blvd,N/A,90035-4317,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide.,D-0302-2021,"N-A-C (N-Acetyl-L-Cysteine, 500 mg, 100 capsules;  Veggie Caps, white HDPE bottle with RED label  Product # 107002  UPC: 790011070023",533 units,"Mislabeling of SUS (N-A-C Sustain 600 mg 100 tab) with N-A-C N-Acetyl-L-Cysteine 500 mg, 100 cap.",20201009,20201029,20201104,Lot 65323G20; Expiration: 7/22,20210409,
Terminated,Parsippany,NJ,United States,Class II,"{'application_number': ['NDA206977'], 'brand_name': ['TIROSINT'], 'generic_name': ['LEVOTHYROXINE SODIUM'], 'manufacturer_name': ['IBSA Pharma Inc.'], 'product_ndc': ['71858-0105', '71858-0110', '71858-0112', '71858-0113', '71858-0115', '71858-0117', '71858-0120', '71858-0125', '71858-0130', '71858-0135', '71858-0140', '71858-0145', '71858-0150', '71858-0155', '71858-0160'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['LEVOTHYROXINE SODIUM'], 'rxcui': ['2056462', '2056466', '2056468', '2056470', '2056472', '2056474', '2056476', '2056478', '2056480', '2056482', '2056484', '2056486', '2056488', '2056490', '2056492', '2056494', '2056496', '2056498', '2056500', '2056502', '2056504', '2056506', '2056508', '2056510', '2566608', '2566610', '2566613', '2566615', '2566617', '2566619'], 'spl_id': ['25224536-09f7-ca7c-e063-6394a90a3bf9'], 'spl_set_id': ['5d378add-f13d-40f2-99dc-0f2340ab44b7'], 'package_ndc': ['71858-0105-6', '71858-0105-4', '71858-0105-5', '71858-0105-1', '71858-0110-6', '71858-0110-4', '71858-0110-5', '71858-0110-1', '71858-0112-6', '71858-0112-4', '71858-0112-5', '71858-0112-1', '71858-0113-6', '71858-0113-4', '71858-0113-5', '71858-0113-1', '71858-0115-6', '71858-0115-4', '71858-0115-5', '71858-0115-1', '71858-0117-6', '71858-0117-4', '71858-0117-5', '71858-0117-1', '71858-0120-6', '71858-0120-4', '71858-0120-5', '71858-0120-1', '71858-0125-6', '71858-0125-4', '71858-0125-5', '71858-0125-1', '71858-0130-6', '71858-0130-4', '71858-0130-5', '71858-0130-1', '71858-0135-6', '71858-0135-4', '71858-0135-5', '71858-0135-1', '71858-0140-6', '71858-0140-4', '71858-0140-5', '71858-0140-1', '71858-0145-6', '71858-0145-4', '71858-0145-5', '71858-0145-1', '71858-0150-6', '71858-0150-4', '71858-0150-5', '71858-0150-1', '71858-0155-6', '71858-0155-4', '71858-0155-5', '71858-0155-1', '71858-0160-6', '71858-0160-4', '71858-0160-5', '71858-0160-1'], 'is_original_packager': [True], 'unii': ['9J765S329G']}",Drugs,91556,IBSA PHARMA INC,8 Campus Dr Ste 201,N/A,07054-4409,Voluntary: Firm initiated,Letter,Nationwide in the USA.,D-0343-2023,"TIROSINT - SOL (levothyroxine sodium) Oral Solution, 137 microgram/mL; 6 pouches x 5 ampules, Rx Only; Manufactured for IBSA Pharma Inc. by: IBSA Institut Biochimique SA, 6912 Pazzallo, Switzerland; Distributed by: IBSA Pharma Inc., Parsippany, NJ 07054; NDC 71858-0145-5",N/A,Subpotent Drug,20230130,20230404,20230301,"Lot #: 220415, Exp. 10/2023; 221052, Exp. 04/2024.",20231031,
